groupKey,groupName,companyKey,companyName,productFolder,productName,imageCount,BHX,bhxPrice,bhxPriceStatus,bhxPriceFetchedAt,satrafood,Coop Mart,MEgA,Winmart
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,N?????c m???m h????ng c?? h???i h???o h???ng Chinsu 16 ????? ?????m chai 500ml,N?????c m???m h????ng c?? h???i h???o h???ng Chinsu 16 ????? ?????m chai 500ml,8,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,N?????c t????ng Chinsu t???i ???t chai 330ml,N?????c t????ng Chinsu t???i ???t chai 330ml,6,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,N?????c t????ng Nh???t Ca Tam Th??i T??? chai 500ml,N?????c t????ng Nh???t Ca Tam Th??i T??? chai 500ml,6,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,N?????c t????ng Tam Th??i T??? Nh???t Ca s??nh ?????m chai 500ml,N?????c t????ng Tam Th??i T??? Nh???t Ca s??nh ?????m chai 500ml,3,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,T????ng c?? Chinsu chai 250g,T????ng c?? Chinsu chai 250g,5,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,T????ng ???t Chinsu chai 1kg,T????ng ???t Chinsu chai 1kg,5,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,T????ng ???t Chinsu chai 250g,T????ng ???t Chinsu chai 250g,5,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,T????ng ???t Chinsu chai 500g,T????ng ???t Chinsu chai 500g,5,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,T????ng ???t Chinsu Sriracha chai 250g,T????ng ???t Chinsu Sriracha chai 250g,3,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,X???t gia v??? n??m s???n l???u Th??i Chinsu g??i 80g,X???t gia v??? n??m s???n l???u Th??i Chinsu g??i 80g,1,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,X???t gia v??? n??m s???n th???t n?????ng Chinsu g??i 80g,X???t gia v??? n??m s???n th???t n?????ng Chinsu g??i 80g,6,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_hang_tieu_dung_masan_masan_consumer,Cong Ty Co Phan Hang Tieu Dung Masan Masan Consumer,X???t nh?? h??ng th???t n?????ng mu???i ???t Chinsu g??i 80g,X???t nh?? h??ng th???t n?????ng mu???i ???t Chinsu g??i 80g,1,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_huu_han_vedan_viet_nam,Cong Ty Co Phan Huu Han Vedan Viet Nam,B???t ng???t h???t l???n Vedan g??i 454g,B???t ng???t h???t l???n Vedan g??i 454g,5,,,missing-url,2026-03-15T18:02:50.232Z,,,,
condiments_oil,"Dầu ăn, nước chấm, gia vị",cong_ty_co_phan_huu_han_vedan_viet_nam,Cong Ty Co Phan Huu Han Vedan Viet Nam,B???t ng???t h???t nh??? Vedan g??i 1kg,B???t ng???t h???t nh??? Vedan g??i 1kg,4,,,missing-url,2026-03-15T18:02:50.232Z,,,,
